repo_id,name,owner,forks_url,description,language,forks_count,stargazers_count,watchers_count,size,open_issues_count,has_wiki,pushed_at,created_at,updated_at,subscribers_count,license,html_url
MDEwOlJlcG9zaXRvcnkxMDA4NzEwMzE=,Healthcare-Management-System,iankurgarg,https://api.github.com/repos/iankurgarg/Healthcare-Management-System/forks,"Healthcare management system. Database Management on oracle. Using a java based CLI with oracle SQL based backend. A health care management system with multiple roles of sick patients, normal patients & health care supporters along with alert/notifications system for ensuring engagement of patients.",Java,2,3,3,1572,0,1,8/20/2017 15:54,8/20/2017 15:36,2/12/2020 3:09,2,null,https://github.com/iankurgarg/Healthcare-Management-System
MDEwOlJlcG9zaXRvcnkxMDk3MjI4NjE=,Database-design-simplified-android,Mayu001,https://api.github.com/repos/Mayu001/Database-design-simplified-android/forks,"This project is all about how any record/Data can be added,fetched,updated & deleted from the Database in simplest and effective way.",Java,0,0,0,132,0,1,11/9/2017 18:09,11/6/2017 16:48,11/7/2017 1:02,2,null,https://github.com/Mayu001/Database-design-simplified-android
MDEwOlJlcG9zaXRvcnkxMDQwMjI4MDY=,sqlserver-copy-java,rstreet85,https://api.github.com/repos/rstreet85/sqlserver-copy-java/forks,"A Java utility to copy data from a SQL Server table, save it to CSV files, and upload to another SQL Server database.",Java,0,0,0,1010,0,1,9/19/2017 4:24,9/19/2017 3:39,9/19/2017 3:49,2,null,https://github.com/rstreet85/sqlserver-copy-java
MDEwOlJlcG9zaXRvcnkxMDU3MTI3OTk=,Library_Management_System,ShreyaRao09,https://api.github.com/repos/ShreyaRao09/Library_Management_System/forks,Library Management System implemented using Java Swing and MySQL,Java,0,0,0,2834,0,1,10/4/2017 2:03,10/3/2017 23:08,10/4/2017 1:58,2,null,https://github.com/ShreyaRao09/Library_Management_System
MDEwOlJlcG9zaXRvcnkxMDUzNjg5MTU=,PL1_codes,Dhananjay8,https://api.github.com/repos/Dhananjay8/PL1_codes/forks,SPPU Semester 5 (2016-17),Java,0,0,0,437,0,1,9/30/2017 12:41,9/30/2017 12:37,9/30/2017 12:48,2,"{""key"": ""apache-2.0"", ""name"": ""Apache License 2.0"", ""spdx_id"": ""Apache-2.0"", ""url"": ""https://api.github.com/licenses/apache-2.0"", ""node_id"": ""MDc6TGljZW5zZTI=""}",https://github.com/Dhananjay8/PL1_codes
MDEwOlJlcG9zaXRvcnkxMjAzNzY2OTc=,SPJUA-Query-Evaluator,sanjaymanickam,https://api.github.com/repos/sanjaymanickam/SPJUA-Query-Evaluator/forks,Implemented a SQL Query Engine with efficient JOIN and probabilistic data structures to support TPC-H queries and data set.,Java,0,1,1,452,0,1,2/10/2019 4:12,2/5/2018 23:45,2/10/2019 4:12,0,"{""key"": ""mit"", ""name"": ""MIT License"", ""spdx_id"": ""MIT"", ""url"": ""https://api.github.com/licenses/mit"", ""node_id"": ""MDc6TGljZW5zZTEz""}",https://github.com/sanjaymanickam/SPJUA-Query-Evaluator
MDEwOlJlcG9zaXRvcnkxMjE3NzU3MTE=,School_Library_DBMS,pranshupranjal,https://api.github.com/repos/pranshupranjal/School_Library_DBMS/forks,"This project was made using Netbeans IDE, MySQL",Java,1,0,0,2728,0,1,2/16/2018 17:13,2/16/2018 16:51,3/26/2018 14:31,2,null,https://github.com/pranshupranjal/School_Library_DBMS
MDEwOlJlcG9zaXRvcnkxMjE5NjM1MjE=,HelpAtEase,20Aditya,https://api.github.com/repos/20Aditya/HelpAtEase/forks,"This app allows two types of users namely for an NGO and the other for volunteers.  The NGO can upload their events on the app along with the required details which are further available to the interested volunteers. If a certain event makes them interested and they want to volunteer for it then they can register for that event. After registering for the event, now the details ofthe volunteer are avaialble at the NGO side for the respective events. All the details of the volunteer which mostly includes contact information is available to the NGO.",Java,2,0,0,170,0,1,6/26/2018 8:00,2/18/2018 15:24,12/14/2018 14:46,2,null,https://github.com/20Aditya/HelpAtEase
MDEwOlJlcG9zaXRvcnkxMjI4NjMxOTA=,mysql-backup4j,SeunMatt,https://api.github.com/repos/SeunMatt/mysql-backup4j/forks,"mysql-backup4j is a library for programmatically exporting mysql databases and sending the zipped dump to email, Amazon S3, Google Drive or any other cloud storage of choice",Java,25,45,45,88,2,1,1/7/2019 23:14,2/25/2018 18:23,3/30/2020 6:33,7,"{""key"": ""mit"", ""name"": ""MIT License"", ""spdx_id"": ""MIT"", ""url"": ""https://api.github.com/licenses/mit"", ""node_id"": ""MDc6TGljZW5zZTEz""}",https://github.com/SeunMatt/mysql-backup4j
MDEwOlJlcG9zaXRvcnkxMjIyNDk2NTI=,Database-Management-System,kexu935,https://api.github.com/repos/kexu935/Database-Management-System/forks,A database management system with similar but simpler interface than Sqlite3,Java,0,0,0,18,0,1,3/26/2018 5:10,2/20/2018 20:06,3/26/2018 5:10,1,null,https://github.com/kexu935/Database-Management-System
MDEwOlJlcG9zaXRvcnkxMjk1MDQ4MTM=,csv2DBTable,avirupdebnath,https://api.github.com/repos/avirupdebnath/csv2DBTable/forks,parsing a csv file in java and putting the values obtained from the csv file to a table,Java,0,0,0,8,0,1,4/14/2018 10:40,4/14/2018 9:58,4/14/2018 10:40,2,null,https://github.com/avirupdebnath/csv2DBTable
MDEwOlJlcG9zaXRvcnkxMjk4OTkwMjk=,MongoDB_Connector,dani832m,https://api.github.com/repos/dani832m/MongoDB_Connector/forks,"Creates a simple connection to a MongoDB Collection, which can retrieve and insert data in different ways.",Java,0,0,0,2,0,0,4/17/2018 12:57,4/17/2018 12:10,8/23/2019 12:56,2,null,https://github.com/dani832m/MongoDB_Connector
MDEwOlJlcG9zaXRvcnkxMjM5MTQyNzg=,RentaCar_jdbc,lsuarez96,https://api.github.com/repos/lsuarez96/RentaCar_jdbc/forks,Proyecto de base de datos en java y pgsql,Java,0,0,0,14137,0,1,3/10/2018 1:12,3/5/2018 12:10,3/10/2018 1:14,2,null,https://github.com/lsuarez96/RentaCar_jdbc
MDEwOlJlcG9zaXRvcnkxMjMzMjgyMjA=,DatabaseApplication,jnakshansh,https://api.github.com/repos/jnakshansh/DatabaseApplication/forks,This is simple Database Application using Java,Java,0,0,0,6511,0,1,2/28/2018 18:58,2/28/2018 18:55,2/28/2018 19:01,2,null,https://github.com/jnakshansh/DatabaseApplication
MDEwOlJlcG9zaXRvcnkxMjQ2MTAzNTk=,hibernate-orm-example,lsuarez96,https://api.github.com/repos/lsuarez96/hibernate-orm-example/forks,example of database management with hibernate framework,Java,0,0,0,30727,0,1,3/10/2018 1:23,3/10/2018 1:16,3/10/2018 1:26,2,null,https://github.com/lsuarez96/hibernate-orm-example
MDEwOlJlcG9zaXRvcnkxMTA3Mjc3OTI=,sicapet,monycky,https://api.github.com/repos/monycky/sicapet/forks, 🐈 java and database system implemented for Sicapet - implemented for university work ,Java,0,0,0,195,0,1,11/14/2017 19:04,11/14/2017 18:20,4/16/2018 0:58,2,null,https://github.com/monycky/sicapet
MDEwOlJlcG9zaXRvcnkxMTc5NTkzNTc=,Flight-database,cecilycao,https://api.github.com/repos/cecilycao/Flight-database/forks,A project from CSE414 Database system from UW,Java,1,0,0,19,0,1,1/18/2018 9:13,1/18/2018 9:11,1/18/2018 11:33,2,null,https://github.com/cecilycao/Flight-database
MDEwOlJlcG9zaXRvcnkxMTEwNDk1NDk=,SauronDB,lenrar,https://api.github.com/repos/lenrar/SauronDB/forks,An extended fork of SimpleDB (http://www.cs.bc.edu/~sciore/simpledb/).,Java,0,0,0,193,0,1,12/1/2017 23:08,11/17/2017 2:51,11/17/2017 2:59,2,null,https://github.com/lenrar/SauronDB
MDEwOlJlcG9zaXRvcnkxMTgwNzYwOTI=,DatabaseInsights,ankanch,https://api.github.com/repos/ankanch/DatabaseInsights/forks,A web project to visualize Database,Java,1,1,1,17523,0,1,9/28/2018 13:24,1/19/2018 4:15,9/28/2018 13:24,2,null,https://github.com/ankanch/DatabaseInsights
MDEwOlJlcG9zaXRvcnkxMTM2MzMxNzE=,Database-Design,VarunMehrotra,https://api.github.com/repos/VarunMehrotra/Database-Design/forks,"Implemented a rudimentary Database Design based on SQL, called VroomBase. VroomBase support actions on a single table at a time, no joins or nested queries.",Java,0,1,1,20,0,1,12/17/2017 2:07,12/9/2017 1:46,12/17/2017 2:15,1,null,https://github.com/VarunMehrotra/Database-Design
MDEwOlJlcG9zaXRvcnkxMTMyOTUzMTE=,csv-db-maven-plugin,tyborgplusplus,https://api.github.com/repos/tyborgplusplus/csv-db-maven-plugin/forks,,Java,0,0,0,180,0,1,12/17/2018 22:16,12/6/2017 9:22,12/17/2018 22:16,1,"{""key"": ""apache-2.0"", ""name"": ""Apache License 2.0"", ""spdx_id"": ""Apache-2.0"", ""url"": ""https://api.github.com/licenses/apache-2.0"", ""node_id"": ""MDc6TGljZW5zZTI=""}",https://github.com/tyborgplusplus/csv-db-maven-plugin
MDEwOlJlcG9zaXRvcnkxMTQyMDA2ODQ=,TinySQL_Interpreter,may1sharma,https://api.github.com/repos/may1sharma/TinySQL_Interpreter/forks,Interpreter for TinySQL grammar Database Management System,Java,1,0,0,546,0,1,12/14/2017 4:10,12/14/2017 4:00,7/15/2018 7:34,2,null,https://github.com/may1sharma/TinySQL_Interpreter
MDEwOlJlcG9zaXRvcnkxMTUyMDgxODE=,Customer-Behavior-Analysis,aksh2106,https://api.github.com/repos/aksh2106/Customer-Behavior-Analysis/forks,Customer Behavior Analysis using Neo4j NoSQL Database and Java,Java,0,0,0,130,0,1,12/23/2017 17:01,12/23/2017 16:33,2/4/2018 5:06,2,null,https://github.com/aksh2106/Customer-Behavior-Analysis
MDEwOlJlcG9zaXRvcnkxMTY1OTI0NjI=,Register-your-customers-interactively,RITUait,https://api.github.com/repos/RITUait/Register-your-customers-interactively/forks,"An Android Application that takes data interactively from user and saves it in database , then Lists whole Customer Information in Custom Listview with static images(without picasso library) with facility of Edit and Delete button .",Java,0,0,0,522,0,1,1/8/2018 7:02,1/7/2018 19:22,6/10/2018 7:34,2,null,https://github.com/RITUait/Register-your-customers-interactively
MDEwOlJlcG9zaXRvcnkxMzA4NjAzNzU=,Java,furkantekke,https://api.github.com/repos/furkantekke/Java/forks,Java Examples,Java,0,0,0,17,0,1,7/3/2019 10:43,4/24/2018 13:41,7/3/2019 10:43,2,null,https://github.com/furkantekke/Java
MDEwOlJlcG9zaXRvcnkxMzExNTMzOTI=,RailwayManagementSystem,shanestaret,https://api.github.com/repos/shanestaret/RailwayManagementSystem/forks,The final project for CIS 245 at MCCC. This is a simulation of a railway management system.,Java,0,2,2,2649,0,1,5/22/2018 6:28,4/26/2018 12:36,4/19/2020 19:39,2,null,https://github.com/shanestaret/RailwayManagementSystem
MDEwOlJlcG9zaXRvcnkxMzEyNjQ3NzE=,BCNF-Decomposition,ak1132,https://api.github.com/repos/ak1132/BCNF-Decomposition/forks,A driver program to decompose a relation with violating functional dependencies into BCNF,Java,0,0,0,11,0,1,5/30/2020 0:47,4/27/2018 7:55,5/30/2020 0:47,2,null,https://github.com/ak1132/BCNF-Decomposition
MDEwOlJlcG9zaXRvcnkxMzk0NjgyNzY=,Library-Management-System-JAVA,OSSpk,https://api.github.com/repos/OSSpk/Library-Management-System-JAVA/forks,📚 A sophisticated Library Management System designed in Java while following the concepts of decoupled layers (entities) and minimal code in interface (GUI).,Java,59,64,64,983,2,1,10/9/2019 9:32,7/2/2018 16:35,6/6/2020 8:09,11,"{""key"": ""mit"", ""name"": ""MIT License"", ""spdx_id"": ""MIT"", ""url"": ""https://api.github.com/licenses/mit"", ""node_id"": ""MDc6TGljZW5zZTEz""}",https://github.com/OSSpk/Library-Management-System-JAVA
MDEwOlJlcG9zaXRvcnkxMzkzMjMyMTQ=,Music-Database-Desktop,Bennyhwanggggg,https://api.github.com/repos/Bennyhwanggggg/Music-Database-Desktop/forks,Song-Album-Artist Database Record Desktop Application,Java,0,0,0,6705,0,1,7/1/2018 11:29,7/1/2018 11:25,6/30/2019 7:20,0,null,https://github.com/Bennyhwanggggg/Music-Database-Desktop
MDEwOlJlcG9zaXRvcnkxMzM0MTUxMzc=,MedicalInfo,aritradey97,https://api.github.com/repos/aritradey97/MedicalInfo/forks,"An app which tells the users the people having the blood group which is asked by the user.It gives the list of people's name, place and medical history, with a particular blood group asked by the user.This app can be a boon to the people and health centers who are in desperate need of blood donors.",Java,0,0,0,140,0,1,5/15/2018 6:45,5/14/2018 20:04,5/15/2018 6:45,2,"{""key"": ""mit"", ""name"": ""MIT License"", ""spdx_id"": ""MIT"", ""url"": ""https://api.github.com/licenses/mit"", ""node_id"": ""MDc6TGljZW5zZTEz""}",https://github.com/aritradey97/MedicalInfo
MDEwOlJlcG9zaXRvcnkxMzQ0MzEzMzk=,CollegeDataBaseApp,aritradey97,https://api.github.com/repos/aritradey97/CollegeDataBaseApp/forks,"It is an app which enables student-teacher communication as well as student-student communication in an improved manner.It enables the students to share documents,chat and discuss, give quiz tests, submit assignments and make video blogs. The teacher is the admin of the group and he/she has to login through the admin portal to set up the quizes and assignments.",Java,0,5,5,147,2,1,6/29/2018 13:33,5/22/2018 14:54,3/3/2020 6:27,1,"{""key"": ""mit"", ""name"": ""MIT License"", ""spdx_id"": ""MIT"", ""url"": ""https://api.github.com/licenses/mit"", ""node_id"": ""MDc6TGljZW5zZTEz""}",https://github.com/aritradey97/CollegeDataBaseApp
MDEwOlJlcG9zaXRvcnkxMzU5MTY2Nzc=,Android-MySQL-Connector,BoardiesITSolutions,https://api.github.com/repos/BoardiesITSolutions/Android-MySQL-Connector/forks,Native MySQL Connector for Android,Java,6,17,17,785,1,1,5/26/2020 22:53,6/3/2018 15:33,5/26/2020 22:55,3,"{""key"": ""mit"", ""name"": ""MIT License"", ""spdx_id"": ""MIT"", ""url"": ""https://api.github.com/licenses/mit"", ""node_id"": ""MDc6TGljZW5zZTEz""}",https://github.com/BoardiesITSolutions/Android-MySQL-Connector
MDEwOlJlcG9zaXRvcnkxMzY3NDc1Mjc=,AndroidStudio-SQLite,RXL-neeraj-kumar,https://api.github.com/repos/RXL-neeraj-kumar/AndroidStudio-SQLite/forks,"The following app implements SQLite database to add users details. View the details once saved and modify, delete operations.",Java,0,0,0,126,0,1,6/9/2018 19:07,6/9/2018 18:18,6/9/2018 19:57,0,null,https://github.com/RXL-neeraj-kumar/AndroidStudio-SQLite
MDEwOlJlcG9zaXRvcnkxMzYzNTMyMzQ=,SAB_Proj,nikolapeja6,https://api.github.com/repos/nikolapeja6/SAB_Proj/forks,"School project for the SAB (Softverski Alati Baza podataka, en. Database Software Tools) course at the School of Electrical Engineering, University of Belgrade.",Java,0,0,0,2030,0,1,6/9/2019 15:59,6/6/2018 16:01,6/9/2019 15:59,2,null,https://github.com/nikolapeja6/SAB_Proj
MDEwOlJlcG9zaXRvcnkxNDA1MDM5MzA=,StormSQL,nidhitvaishnav,https://api.github.com/repos/nidhitvaishnav/StormSQL/forks,"Given project is a command line Database management system which supports DDL, DML, and VDL commands. It supports DDL commands like create database, create table, drop table, DML commands like insert, delete and update, VDL commands like select.",Java,0,0,0,35,0,1,7/11/2018 2:23,7/11/2018 1:07,8/21/2019 22:25,0,null,https://github.com/nidhitvaishnav/StormSQL
MDEwOlJlcG9zaXRvcnkxNDAxODI0MDk=,AndroidEasySQL-Library,p32929,https://api.github.com/repos/p32929/AndroidEasySQL-Library/forks,An Easier & Lazier approach to SQL database for Android,Java,5,23,23,2865,0,1,5/2/2020 3:04,7/8/2018 16:01,5/30/2020 15:02,5,"{""key"": ""mit"", ""name"": ""MIT License"", ""spdx_id"": ""MIT"", ""url"": ""https://api.github.com/licenses/mit"", ""node_id"": ""MDc6TGljZW5zZTEz""}",https://github.com/p32929/AndroidEasySQL-Library
MDEwOlJlcG9zaXRvcnkxNDk0ODcyMDQ=,DBManager,LeCuay,https://api.github.com/repos/LeCuay/DBManager/forks,Database Managing with Java was never this easy!,Java,1,8,8,1038,0,1,12/7/2018 0:14,9/19/2018 17:25,11/19/2018 0:28,0,"{""key"": ""mit"", ""name"": ""MIT License"", ""spdx_id"": ""MIT"", ""url"": ""https://api.github.com/licenses/mit"", ""node_id"": ""MDc6TGljZW5zZTEz""}",https://github.com/LeCuay/DBManager
MDEwOlJlcG9zaXRvcnkxNDQ0MDA1NzM=,database-and-information-systems,v-zion,https://api.github.com/repos/v-zion/database-and-information-systems/forks,All the matter regarding CS 387 (IIT Bombay),Java,0,0,0,6194,0,1,10/12/2018 19:22,8/11/2018 16:21,11/29/2018 7:49,2,null,https://github.com/v-zion/database-and-information-systems
MDEwOlJlcG9zaXRvcnkxNDQ3NTY3ODk=,Nustana-Android,saifullah73,https://api.github.com/repos/saifullah73/Nustana-Android/forks,Food Ordering android app,Java,6,4,4,7869,2,1,8/14/2018 20:48,8/14/2018 18:18,11/28/2019 11:46,1,null,https://github.com/saifullah73/Nustana-Android
MDEwOlJlcG9zaXRvcnkxNDY0NzQ1NDY=,Football-Team-Management-Team,reddevil111296,https://api.github.com/repos/reddevil111296/Football-Team-Management-Team/forks,Simple Database Management System for a Football Team using JAVA swings for the front end and MYSQL Server for the backend.,Java,0,1,1,6667,0,1,8/28/2018 17:08,8/28/2018 16:17,12/4/2018 4:38,0,null,https://github.com/reddevil111296/Football-Team-Management-Team
MDEwOlJlcG9zaXRvcnkxNDY5NzIxOTE=,LibraryModule,5AbhishekSaxena,https://api.github.com/repos/5AbhishekSaxena/LibraryModule/forks,,Java,1,0,0,8452,3,1,11/19/2018 8:46,9/1/2018 5:57,11/19/2018 8:46,2,"{""key"": ""mit"", ""name"": ""MIT License"", ""spdx_id"": ""MIT"", ""url"": ""https://api.github.com/licenses/mit"", ""node_id"": ""MDc6TGljZW5zZTEz""}",https://github.com/5AbhishekSaxena/LibraryModule
MDEwOlJlcG9zaXRvcnkxNjgyMTQ1NDE=,Roomer,satyamnaithani,https://api.github.com/repos/satyamnaithani/Roomer/forks,Roomer is an online Hotel Booking Web Application. It also consist the Roomer-Enterprise where one can upload his/her hotel rooms which can be booked by the customers. Session Handling is maintained properly hence multiple users can access the website by just creating an account and signing in.,Java,4,4,4,7526,0,1,3/3/2019 18:18,1/29/2019 19:27,4/21/2020 12:16,1,null,https://github.com/satyamnaithani/Roomer
MDEwOlJlcG9zaXRvcnkxNjIwNzQ1MzM=,SQL,LINNI2017,https://api.github.com/repos/LINNI2017/SQL/forks,,Java,0,0,0,66922,0,1,12/17/2018 7:54,12/17/2018 4:28,12/17/2018 7:56,2,null,https://github.com/LINNI2017/SQL
MDEwOlJlcG9zaXRvcnkxNjk4OTk5MDc=,Analysis-For-Pizza-Delivery-Shop,rahulverma0209,https://api.github.com/repos/rahulverma0209/Analysis-For-Pizza-Delivery-Shop/forks,,Java,0,2,2,15448,0,1,4/5/2019 14:59,2/9/2019 18:37,7/19/2019 20:11,1,null,https://github.com/rahulverma0209/Analysis-For-Pizza-Delivery-Shop
MDEwOlJlcG9zaXRvcnkxNjU5MTk0NjY=,C-ParGRES,UFFeScience,https://api.github.com/repos/UFFeScience/C-ParGRES/forks,ParGRES for Cloud,Java,0,0,0,180109,0,1,2/19/2019 1:21,1/15/2019 20:34,4/26/2019 16:26,2,null,https://github.com/UFFeScience/C-ParGRES
MDEwOlJlcG9zaXRvcnkxNjY0MTU1NDU=,CS3223,yunpengn,https://api.github.com/repos/yunpengn/CS3223/forks,Database Systems Implementation @ NUS SoC,Java,1,0,0,998,7,1,5/11/2020 2:30,1/18/2019 14:14,5/11/2020 2:30,2,"{""key"": ""gpl-3.0"", ""name"": ""GNU General Public License v3.0"", ""spdx_id"": ""GPL-3.0"", ""url"": ""https://api.github.com/licenses/gpl-3.0"", ""node_id"": ""MDc6TGljZW5zZTk=""}",https://github.com/yunpengn/CS3223
MDEwOlJlcG9zaXRvcnkxNTA5MTkxNzI=,Deber-idea,shenhuanet,https://api.github.com/repos/shenhuanet/Deber-idea/forks,An idea plugin to help you quickly debugging the Android Database.,Java,0,0,0,13,0,1,9/30/2018 2:07,9/30/2018 1:51,9/30/2018 2:07,2,"{""key"": ""apache-2.0"", ""name"": ""Apache License 2.0"", ""spdx_id"": ""Apache-2.0"", ""url"": ""https://api.github.com/licenses/apache-2.0"", ""node_id"": ""MDc6TGljZW5zZTI=""}",https://github.com/shenhuanet/Deber-idea
MDEwOlJlcG9zaXRvcnkxNTc0MjgyMzg=,AnalyX,shubhamvishu,https://api.github.com/repos/shubhamvishu/AnalyX/forks,A dekstop application that helps in data analysis with implementation of MYSQL database,Java,1,0,0,16496,0,1,7/19/2019 7:01,11/13/2018 18:39,7/19/2019 7:01,2,null,https://github.com/shubhamvishu/AnalyX
MDEwOlJlcG9zaXRvcnkxNTk3MjI2NzE=,GoTo,EasyDanger,https://api.github.com/repos/EasyDanger/GoTo/forks,A web application to suggest parking locations based on events a user plans to attend.,Java,1,0,0,13056,0,1,12/24/2018 5:40,11/29/2018 20:21,12/24/2018 5:40,0,null,https://github.com/EasyDanger/GoTo
MDEwOlJlcG9zaXRvcnkxNTM3NjUyODg=,dbms-proj-getwin,abhigupta768,https://api.github.com/repos/abhigupta768/dbms-proj-getwin/forks,This repository contains the code for the database management system and e-commerce website developed for Getwin Electro Pneumatic Corporation.,Java,0,0,0,19101,0,1,3/25/2020 18:26,10/19/2018 10:20,3/25/2020 18:26,0,"{""key"": ""apache-2.0"", ""name"": ""Apache License 2.0"", ""spdx_id"": ""Apache-2.0"", ""url"": ""https://api.github.com/licenses/apache-2.0"", ""node_id"": ""MDc6TGljZW5zZTI=""}",https://github.com/abhigupta768/dbms-proj-getwin
MDEwOlJlcG9zaXRvcnkxNTQzNzAwMzk=,DBMS_Front,Anirudh-Swaminathan,https://api.github.com/repos/Anirudh-Swaminathan/DBMS_Front/forks,This is an android application for displaying the working of the DBMS project.,Java,0,0,0,400,0,1,10/26/2018 22:50,10/23/2018 17:33,11/6/2019 23:28,2,null,https://github.com/Anirudh-Swaminathan/DBMS_Front
MDEwOlJlcG9zaXRvcnkxNTU0NjE3Mzg=,SQL-DBMS,NukemBro,https://api.github.com/repos/NukemBro/SQL-DBMS/forks,An SQL Database Management System created for CSCE-315 in Spring of 2018,Java,0,0,0,5707,0,1,10/30/2018 23:31,10/30/2018 22:00,10/31/2018 0:08,2,null,https://github.com/NukemBro/SQL-DBMS
MDEwOlJlcG9zaXRvcnkxNTYyOTkxOTI=,sqlcrud,jdlopez,https://api.github.com/repos/jdlopez/sqlcrud/forks,SQL automatic CRUD action+views library for Java applications,Java,0,0,0,107,1,1,2/8/2019 11:06,11/5/2018 23:50,2/8/2019 11:06,1,"{""key"": ""mit"", ""name"": ""MIT License"", ""spdx_id"": ""MIT"", ""url"": ""https://api.github.com/licenses/mit"", ""node_id"": ""MDc6TGljZW5zZTEz""}",https://github.com/jdlopez/sqlcrud
MDEwOlJlcG9zaXRvcnkxNzc1MDM0NTk=,pro-multi_database_manager,darkerror96,https://api.github.com/repos/darkerror96/pro-multi_database_manager/forks,Multi Database Manager as Java Swing Application,Java,0,1,1,673,0,1,3/26/2019 1:44,3/25/2019 2:53,7/26/2019 13:22,0,null,https://github.com/darkerror96/pro-multi_database_manager
MDEwOlJlcG9zaXRvcnkxNzE5OTUwNDA=,DBMS,ArchitGargPro,https://api.github.com/repos/ArchitGargPro/DBMS/forks,"Android application for college database management and creation with required basic operations (Add, Delete, Update and View entries)",Java,0,0,0,202,0,1,2/22/2019 4:41,2/22/2019 4:35,2/22/2019 4:43,2,null,https://github.com/ArchitGargPro/DBMS
MDEwOlJlcG9zaXRvcnkxNzExNjE4MQ==,android_dbinspector,infinum,https://api.github.com/repos/infinum/android_dbinspector/forks,Android library for viewing and sharing in app databases.,Java,92,853,853,2339,8,1,4/22/2020 7:57,2/23/2014 20:21,6/3/2020 11:12,30,"{""key"": ""apache-2.0"", ""name"": ""Apache License 2.0"", ""spdx_id"": ""Apache-2.0"", ""url"": ""https://api.github.com/licenses/apache-2.0"", ""node_id"": ""MDc6TGljZW5zZTI=""}",https://github.com/infinum/android_dbinspector
MDEwOlJlcG9zaXRvcnkxNzk1NDM3MDA=,Weather-forecasting-and-warning-,rahulverma0209,https://api.github.com/repos/rahulverma0209/Weather-forecasting-and-warning-/forks,,Java,0,1,1,9645,0,1,4/7/2019 5:53,4/4/2019 17:22,4/7/2019 5:53,0,null,https://github.com/rahulverma0209/Weather-forecasting-and-warning-
MDEwOlJlcG9zaXRvcnkxODAwMDQ3MTQ=,Base-de-Datos-2,FreddieAbad,https://api.github.com/repos/FreddieAbad/Base-de-Datos-2/forks,"Matter, Summaries and Source Code (Java, Javascript, MongoDB, Oracle, PostgreSQL) generated in Database.",Java,0,0,0,36254,0,1,8/12/2019 15:42,4/7/2019 18:14,8/12/2019 16:19,2,null,https://github.com/FreddieAbad/Base-de-Datos-2
MDEwOlJlcG9zaXRvcnkxODk3NTQ5MDc=,dbgit,databasegit,https://api.github.com/repos/databasegit/dbgit/forks,Database code and data version control using GIT.,Java,3,5,5,1190,0,1,6/5/2020 9:53,6/1/2019 16:31,12/27/2019 8:48,3,"{""key"": ""other"", ""name"": ""Other"", ""spdx_id"": ""NOASSERTION"", ""url"": null, ""node_id"": ""MDc6TGljZW5zZTA=""}",https://github.com/databasegit/dbgit
MDEwOlJlcG9zaXRvcnkxODU2ODkzMzU=,gradle-database,vincenzopalazzo,https://api.github.com/repos/vincenzopalazzo/gradle-database/forks,"The simple gradle plugin for the operations with database (create, drop, insert) with gradle",Java,0,1,1,1571,0,1,5/17/2019 19:55,5/8/2019 22:47,10/16/2019 7:11,1,"{""key"": ""mit"", ""name"": ""MIT License"", ""spdx_id"": ""MIT"", ""url"": ""https://api.github.com/licenses/mit"", ""node_id"": ""MDc6TGljZW5zZTEz""}",https://github.com/vincenzopalazzo/gradle-database
MDEwOlJlcG9zaXRvcnkxOTA2NzIwNTE=,Rookie-Job-Application-Web,WJ930417,https://api.github.com/repos/WJ930417/Rookie-Job-Application-Web/forks,This project build a job application website called Rookie based on the database management techniques.,Java,0,0,0,7571,0,1,6/7/2019 2:19,6/7/2019 1:22,6/7/2019 2:19,2,null,https://github.com/WJ930417/Rookie-Job-Application-Web
